GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021900600,610,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,2,17,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,156,211,1,1,20200114,MEM,HOU
Shot Chart Detail,0021900622,9,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,11,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,8,1,1,20200117,MEM,CLE
Shot Chart Detail,0021900622,20,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,6,1,1,20200117,MEM,CLE
Shot Chart Detail,0021900622,78,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,5,24,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-231,68,1,0,20200117,MEM,CLE
Shot Chart Detail,0021900622,90,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,4,23,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-1,1,0,20200117,MEM,CLE
Shot Chart Detail,0021900622,197,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,9,15,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-117,179,1,0,20200117,MEM,CLE
Shot Chart Detail,0021900622,215,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,7,56,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-39,37,1,1,20200117,MEM,CLE
Shot Chart Detail,0021900622,237,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,5,54,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-52,105,1,1,20200117,MEM,CLE
Shot Chart Detail,0021900622,239,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,5,23,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,59,121,1,0,20200117,MEM,CLE
Shot Chart Detail,0021900622,362,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,9,28,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,6,1,1,20200117,MEM,CLE
Shot Chart Detail,0021900622,378,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,9,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,8,1,1,20200117,MEM,CLE
