GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021900881,583,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,5,35,Missed Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-158,239,1,0,20200228,MEM,SAC
Shot Chart Detail,0021900881,598,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,3,58,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-5,89,1,0,20200228,MEM,SAC
Shot Chart Detail,0021900881,643,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,0,50,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,-9,1,1,20200228,MEM,SAC
Shot Chart Detail,0021900881,654,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,0,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,1,20200228,MEM,SAC
Shot Chart Detail,0021900891,13,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,54,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,62,106,1,0,20200229,MEM,LAL
Shot Chart Detail,0021900891,35,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,8,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,93,227,1,0,20200229,MEM,LAL
Shot Chart Detail,0021900891,61,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,5,43,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,17,1,1,20200229,MEM,LAL
Shot Chart Detail,0021900891,93,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,4,4,Missed Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,29,1,0,20200229,MEM,LAL
Shot Chart Detail,0021900891,97,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,3,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-21,240,1,1,20200229,MEM,LAL
Shot Chart Detail,0021900891,105,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,3,26,Missed Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20200229,MEM,LAL
Shot Chart Detail,0021900891,133,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,1,8,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,0,1,1,20200229,MEM,LAL
Shot Chart Detail,0021900891,272,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,4,17,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-48,153,1,1,20200229,MEM,LAL
Shot Chart Detail,0021900891,283,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,3,40,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,128,216,1,1,20200229,MEM,LAL
Shot Chart Detail,0021900891,320,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,18,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,22,150,1,1,20200229,MEM,LAL
Shot Chart Detail,0021900891,322,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,5,266,1,0,20200229,MEM,LAL
Shot Chart Detail,0021900891,331,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,11,24,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-100,243,1,1,20200229,MEM,LAL
Shot Chart Detail,0021900891,348,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,9,15,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,47,274,1,1,20200229,MEM,LAL
Shot Chart Detail,0021900891,370,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,20,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-51,73,1,1,20200229,MEM,LAL
Shot Chart Detail,0021900891,421,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,3,33,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20200229,MEM,LAL
Shot Chart Detail,0021900891,525,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,8,9,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-47,88,1,1,20200229,MEM,LAL
Shot Chart Detail,0021900905,22,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,38,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-88,60,1,0,20200302,ATL,MEM
Shot Chart Detail,0021900905,57,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,8,11,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-52,123,1,0,20200302,ATL,MEM
Shot Chart Detail,0021900905,82,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,5,57,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-12,123,1,1,20200302,ATL,MEM
Shot Chart Detail,0021900905,88,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,5,32,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20200302,ATL,MEM
Shot Chart Detail,0021900905,296,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,4,56,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,12,1,1,20200302,ATL,MEM
Shot Chart Detail,0021900905,398,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,11,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,13,1,1,20200302,ATL,MEM
Shot Chart Detail,0021900905,432,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,16,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,10,1,1,20200302,ATL,MEM
Shot Chart Detail,0021900905,440,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,30,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,3,1,0,20200302,ATL,MEM
Shot Chart Detail,0021900905,475,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,5,25,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-16,48,1,1,20200302,ATL,MEM
Shot Chart Detail,0021900905,526,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,2,13,Missed Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,11,1,0,20200302,ATL,MEM
Shot Chart Detail,0021900920,20,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,9,56,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-8,117,1,1,20200304,BKN,MEM
Shot Chart Detail,0021900920,54,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,7,17,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-9,109,1,0,20200304,BKN,MEM
Shot Chart Detail,0021900920,68,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,6,11,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-18,101,1,0,20200304,BKN,MEM
Shot Chart Detail,0021900920,98,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,4,30,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-81,237,1,1,20200304,BKN,MEM
Shot Chart Detail,0021900920,102,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,3,55,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-19,43,1,0,20200304,BKN,MEM
Shot Chart Detail,0021900920,117,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,2,19,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-16,248,1,0,20200304,BKN,MEM
Shot Chart Detail,0021900920,223,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,7,55,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-7,96,1,1,20200304,BKN,MEM
Shot Chart Detail,0021900920,267,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,4,58,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,15,1,1,20200304,BKN,MEM
Shot Chart Detail,0021900920,276,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,4,3,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-12,85,1,0,20200304,BKN,MEM
Shot Chart Detail,0021900920,291,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,3,32,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-107,121,1,0,20200304,BKN,MEM
Shot Chart Detail,0021900920,325,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,41,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-49,76,1,0,20200304,BKN,MEM
Shot Chart Detail,0021900920,353,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,10,29,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,4,1,1,20200304,BKN,MEM
Shot Chart Detail,0021900920,394,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,5,38,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-71,203,1,0,20200304,BKN,MEM
Shot Chart Detail,0021900920,417,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,4,35,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,23,53,1,0,20200304,BKN,MEM
Shot Chart Detail,0021900920,562,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,6,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,8,1,1,20200304,BKN,MEM
Shot Chart Detail,0021900937,9,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,11,12,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-63,53,1,0,20200306,DAL,MEM
Shot Chart Detail,0021900937,41,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,7,57,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-28,78,1,1,20200306,DAL,MEM
Shot Chart Detail,0021900937,49,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,7,9,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-27,76,1,0,20200306,DAL,MEM
Shot Chart Detail,0021900937,83,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,4,59,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,23,1,1,20200306,DAL,MEM
Shot Chart Detail,0021900937,252,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,4,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,55,262,1,0,20200306,DAL,MEM
Shot Chart Detail,0021900937,277,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,3,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,37,254,1,1,20200306,DAL,MEM
Shot Chart Detail,0021900937,356,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,9,36,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,10,1,0,20200306,DAL,MEM
Shot Chart Detail,0021900937,360,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,9,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-190,150,1,0,20200306,DAL,MEM
Shot Chart Detail,0021900937,369,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,8,53,Made Shot,Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-44,21,1,1,20200306,DAL,MEM
Shot Chart Detail,0021900937,399,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,6,10,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-36,17,1,0,20200306,DAL,MEM
Shot Chart Detail,0021900937,533,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,7,2,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-14,46,1,0,20200306,DAL,MEM
Shot Chart Detail,0021900943,14,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,48,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,8,1,0,20200307,MEM,ATL
Shot Chart Detail,0021900943,77,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,6,9,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,70,26,1,1,20200307,MEM,ATL
Shot Chart Detail,0021900943,231,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,8,8,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-19,64,1,1,20200307,MEM,ATL
Shot Chart Detail,0021900943,255,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,5,59,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-63,67,1,0,20200307,MEM,ATL
Shot Chart Detail,0021900943,430,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-93,247,1,1,20200307,MEM,ATL
Shot Chart Detail,0021900943,439,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,6,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-6,260,1,1,20200307,MEM,ATL
Shot Chart Detail,0021900943,452,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,6,7,Made Shot,Running Alley Oop Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,8,1,1,20200307,MEM,ATL
Shot Chart Detail,0021900943,485,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,4,6,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-56,69,1,0,20200307,MEM,ATL
Shot Chart Detail,0021900943,608,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,8,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,20,256,1,1,20200307,MEM,ATL
Shot Chart Detail,0021900943,627,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,7,39,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,37,1,1,20200307,MEM,ATL
Shot Chart Detail,0021900943,708,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,1,44,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,16,1,0,20200307,MEM,ATL
Shot Chart Detail,0021900943,712,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,1,40,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20200307,MEM,ATL
Shot Chart Detail,0021900964,31,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,9,41,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,1,1,1,20200310,MEM,ORL
Shot Chart Detail,0021900964,82,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,5,37,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,7,1,0,20200310,MEM,ORL
Shot Chart Detail,0021900964,86,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,5,5,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,70,100,1,1,20200310,MEM,ORL
Shot Chart Detail,0021900964,204,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,10,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-16,265,1,0,20200310,MEM,ORL
Shot Chart Detail,0021900964,221,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,8,27,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,21,1,0,20200310,MEM,ORL
Shot Chart Detail,0021900964,251,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,6,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-197,154,1,1,20200310,MEM,ORL
Shot Chart Detail,0021900964,260,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,6,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,169,186,1,0,20200310,MEM,ORL
Shot Chart Detail,0021900964,346,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,0,56,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-60,125,1,1,20200310,MEM,ORL
Shot Chart Detail,0021900964,377,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,11,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,143,271,1,0,20200310,MEM,ORL
Shot Chart Detail,0021900964,407,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,9,12,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,45,61,1,0,20200310,MEM,ORL
Shot Chart Detail,0021900964,446,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,5,49,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-57,111,1,1,20200310,MEM,ORL
Shot Chart Detail,0021900964,605,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,6,48,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-20,114,1,1,20200310,MEM,ORL
Shot Chart Detail,0021900964,653,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,3,58,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,15,1,0,20200310,MEM,ORL
Shot Chart Detail,0021900964,674,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,2,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,70,255,1,0,20200310,MEM,ORL
Shot Chart Detail,0021900964,679,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,1,58,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,-1,1,1,20200310,MEM,ORL
Shot Chart Detail,0021900964,682,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,1,26,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-30,113,1,0,20200310,MEM,ORL
Shot Chart Detail,0021901234,19,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,10,34,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,11,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,107,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,3,56,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,13,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,182,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,0,12,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,73,258,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,344,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,2,24,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,2,1,1,20200731,POR,MEM
Shot Chart Detail,0021901234,352,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,1,45,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,82,270,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,397,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,11,11,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,16,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,445,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,45,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,40,1,1,20200731,POR,MEM
Shot Chart Detail,0021901234,450,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,28,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,0,71,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,454,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,20,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,32,73,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,472,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,6,2,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,94,246,1,1,20200731,POR,MEM
Shot Chart Detail,0021901234,475,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,5,43,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,9,1,1,20200731,POR,MEM
Shot Chart Detail,0021901234,478,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,5,12,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-2,1,1,20200731,POR,MEM
Shot Chart Detail,0021901234,495,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,4,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-1,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,548,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,0,32,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-135,211,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,629,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,7,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,13,1,1,20200731,POR,MEM
Shot Chart Detail,0021901234,658,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,6,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,13,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,664,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,5,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,121,148,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,703,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,2,34,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,61,245,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,721,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,1,11,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,17,1,1,20200731,POR,MEM
Shot Chart Detail,0021901234,748,1629630,Ja Morant,1610612763,Memphis Grizzlies,5,3,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,37,-9,378,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,789,1629630,Ja Morant,1610612763,Memphis Grizzlies,5,0,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-134,206,1,0,20200731,POR,MEM
Shot Chart Detail,0021901234,798,1629630,Ja Morant,1610612763,Memphis Grizzlies,5,0,18,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,0,1,0,20200731,POR,MEM
Shot Chart Detail,0021901246,11,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,11,14,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-1,64,1,1,20200802,MEM,SAS
Shot Chart Detail,0021901246,89,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,4,18,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-63,113,1,0,20200802,MEM,SAS
Shot Chart Detail,0021901246,97,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,3,30,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-36,67,1,1,20200802,MEM,SAS
Shot Chart Detail,0021901246,249,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,6,6,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-13,63,1,0,20200802,MEM,SAS
Shot Chart Detail,0021901246,276,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,4,24,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,32,1,0,20200802,MEM,SAS
